package,session_id,window,split,n_active_nodes,n_edges,events_kept,reconstruction_error
ch.hgdev.toposuite,05e3f19e2717_llm_s1,0,train,2,1,224,0.701525866985321
ch.hgdev.toposuite,05e3f19e2717_llm_s1,1,train,2,1,224,0.701525866985321
ch.hgdev.toposuite,05e3f19e2717_llm_s1,2,train,2,1,224,0.701525866985321
ch.hgdev.toposuite,05e3f19e2717_llm_s1,3,train,2,1,224,0.701525866985321
ch.hgdev.toposuite,05e3f19e2717_llm_s1,4,train,2,1,224,0.17370252311229706
ch.hgdev.toposuite,05e3f19e2717_llm_s1,5,train,2,1,224,0.701525866985321
ch.hgdev.toposuite,05e3f19e2717_llm_s1,6,train,2,1,224,0.701525866985321
ch.hgdev.toposuite,05e3f19e2717_llm_s3,0,train,2,1,224,0.701525866985321
ch.hgdev.toposuite,05e3f19e2717_llm_s3,1,train,2,1,224,0.701525866985321
ch.hgdev.toposuite,05e3f19e2717_llm_s3,2,train,2,1,224,0.701525866985321
ch.hgdev.toposuite,05e3f19e2717_llm_s3,3,train,2,1,224,0.4564608633518219
ch.hgdev.toposuite,05e3f19e2717_llm_s3,4,train,2,1,224,0.4260246455669403
ch.hgdev.toposuite,05e3f19e2717_llm_s3,5,train,2,1,224,0.701525866985321
ch.hgdev.toposuite,05e3f19e2717_llm_s3,6,train,2,1,224,0.4113772213459015
ca.rmen.nounours,0e7da7b17b63_llm_s1,0,test,2,2,474,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s1,1,test,2,2,474,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s1,2,test,2,2,474,0.3507629632949829
ca.rmen.nounours,0e7da7b17b63_llm_s1,3,test,2,2,474,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s1,4,test,2,2,474,0.3507629334926605
ca.rmen.nounours,0e7da7b17b63_llm_s1,5,test,2,2,474,0.3507629334926605
ca.rmen.nounours,0e7da7b17b63_llm_s1,6,test,2,2,474,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s1,7,test,2,2,474,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s1,8,test,2,2,474,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s1,9,test,2,2,474,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s1,10,test,2,2,474,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s2,0,test,2,2,661,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s2,1,test,2,2,661,0.3507629334926605
ca.rmen.nounours,0e7da7b17b63_llm_s2,2,test,2,2,661,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s2,3,test,2,2,661,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s2,4,test,2,2,661,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s2,5,test,2,2,661,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s2,6,test,2,2,661,0.3507629334926605
ca.rmen.nounours,0e7da7b17b63_llm_s2,7,test,2,2,661,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s2,8,test,2,2,661,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s2,9,test,2,2,661,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s2,10,test,2,2,661,0.4973534047603607
ca.rmen.nounours,0e7da7b17b63_llm_s3,0,test,2,2,498,0.3507629334926605
ca.rmen.nounours,0e7da7b17b63_llm_s3,1,test,2,2,498,0.3507629334926605
ca.rmen.nounours,0e7da7b17b63_llm_s3,2,test,2,2,498,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s3,3,test,2,2,498,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s3,4,test,2,2,498,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s3,5,test,2,2,498,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s3,6,test,2,2,498,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s3,7,test,2,2,498,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s3,8,test,2,2,498,0.701525866985321
ca.rmen.nounours,0e7da7b17b63_llm_s3,9,test,2,2,498,0.5265973806381226
app.ladefuchs.android,0f0dc4577a45_llm_s1,0,test,2,1,106,-0.0
app.ladefuchs.android,0f0dc4577a45_llm_s1,1,test,2,1,106,0.701525866985321
app.ladefuchs.android,0f0dc4577a45_llm_s1,2,test,2,1,106,0.701525866985321
app.ladefuchs.android,0f0dc4577a45_llm_s1,3,test,2,1,106,0.701525866985321
app.ladefuchs.android,0f0dc4577a45_llm_s1,4,test,3,3,106,0.46768391132354736
app.ladefuchs.android,0f0dc4577a45_llm_s2,0,test,2,1,101,0.701525866985321
app.ladefuchs.android,0f0dc4577a45_llm_s2,1,test,2,1,101,0.701525866985321
app.ladefuchs.android,0f0dc4577a45_llm_s2,2,test,2,1,101,0.701525866985321
app.ladefuchs.android,0f0dc4577a45_llm_s2,3,test,3,3,101,0.23384195566177368
app.ladefuchs.android,0f0dc4577a45_llm_s2,4,test,3,3,101,0.701525866985321
app.ladefuchs.android,0f0dc4577a45_llm_s3,0,test,2,1,113,0.701525866985321
app.ladefuchs.android,0f0dc4577a45_llm_s3,1,test,2,1,113,0.701525866985321
app.ladefuchs.android,0f0dc4577a45_llm_s3,2,test,2,1,113,0.701525866985321
app.ladefuchs.android,0f0dc4577a45_llm_s3,3,test,2,1,113,0.701525866985321
app.ladefuchs.android,0f0dc4577a45_llm_s3,4,test,3,3,113,0.23384195566177368
app.ladefuchs.android,0f0dc4577a45_llm_s3,5,test,3,3,113,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,0,test,2,2,74,0.35234948992729187
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,1,test,2,2,74,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,2,test,2,2,74,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,3,test,2,2,74,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,4,test,2,2,74,0.607731819152832
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,5,test,2,2,74,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,6,test,2,2,74,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,7,test,2,2,74,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,8,test,2,2,74,0.6299320459365845
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,0,test,2,2,74,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,1,test,2,2,74,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,2,test,2,2,74,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,3,test,2,2,74,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,4,test,2,2,74,0.5600354671478271
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,5,test,2,2,74,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,6,test,2,2,74,0.6336079835891724
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,7,test,2,2,74,0.6304594278335571
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,0,test,2,2,80,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,1,test,2,2,80,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,2,test,2,2,80,0.701525866985321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,3,test,2,2,80,0.51081383228302
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,4,test,2,2,80,0.701525866985321
