epoch,loss
1,0.9009370058512141
2,0.915626441149905
3,0.8114114465330344
4,0.7793376973206613
5,0.7932321905996171
6,0.7658167702420975
7,0.7918564113747245
8,0.8359248512482459
9,0.8167463842125665
10,0.7787768586934587
11,0.7919762343237398
12,0.7536558297166359
13,0.7179366569486705
14,0.7031998585566108
15,0.8302982491728612
16,0.7331984194375285
17,0.6792556091084392
18,0.6861700939058273
19,0.7146838686611299
20,0.6712761274730361
21,0.7586905456704924
22,0.6856164514256344
23,0.6950722642990821
24,0.725012536490851
25,0.7469129172273717
26,0.7754530949317701
27,0.7019512602990516
28,0.8703830277148951
29,0.7536142137718046
30,0.6959211695651993
31,0.7452315922472997
32,0.6720923695588464
33,0.8036375580397708
34,0.7512512084940938
35,0.7095334672791017
36,0.6795336552279657
37,0.7074709038769368
38,0.6523003577134888
39,0.7345484971654854
40,0.6821137899911668
41,0.7849760486288146
42,0.7173971209030574
43,0.7435093671789746
44,0.9565840381695235
45,0.7013047629510705
46,0.7552508735056881
47,0.6799226252623296
48,0.6496630284269915
49,0.7794177994662583
50,0.7435953598309359
51,0.6909518557739472
52,0.7338631912685498
53,0.6935393401562915
54,0.7946207876677741
55,0.6599740032607614
56,0.7582230152263728
57,0.7299794518362938
58,0.7197308692300111
59,0.6830427150690144
60,0.6937729614753747
61,0.672888616582297
62,0.748707709697148
63,0.765871668183061
64,0.72077547261127
65,0.7723725622029198
66,0.6708796949762723
67,0.8091484325019335
68,0.8156788015412675
69,0.6628030682162539
70,0.7672510679823148
71,0.7067336169214397
72,0.6502806872911291
73,0.7084423883672725
74,0.7659069608081448
75,0.7756033828775637
76,0.7278354471225811
77,0.6376510755219735
78,0.678206707548015
79,0.7155372055121773
80,0.676948462232678
81,0.7044851682073484
82,0.7026802743448503
83,0.6544311269975064
84,0.7296275947624046
85,0.7522229545062448
86,0.7451922012176003
87,0.6836116059149026
88,0.8623682654626906
89,0.7232875250792498
90,0.7796357288182003
91,0.6909844748594928
92,0.6807732697132939
93,0.7677267948027973
94,0.6641836022883526
95,0.7169959476968181
96,0.7401621979872479
97,0.7351574402241199
98,0.7993312189127076
99,0.7619918748746827
100,0.6795232897869852
101,0.6955314236630527
102,0.6891843871720329
103,0.750864029255737
104,0.754141942343697
105,0.8125081239622229
106,0.7322018436649286
