package,session_id,window,split,n_active_nodes,n_edges,events_kept,reconstruction_error
ch.hgdev.toposuite,05e3f19e2717_llm_s1,0,train,2,1,224,0.7064089179039001
ch.hgdev.toposuite,05e3f19e2717_llm_s1,1,train,2,1,224,0.7064089179039001
ch.hgdev.toposuite,05e3f19e2717_llm_s1,2,train,2,1,224,0.7064089179039001
ch.hgdev.toposuite,05e3f19e2717_llm_s1,3,train,2,1,224,0.12439685314893723
ch.hgdev.toposuite,05e3f19e2717_llm_s1,4,train,2,1,224,0.7064089179039001
ch.hgdev.toposuite,05e3f19e2717_llm_s1,5,train,2,1,224,0.13975107669830322
ch.hgdev.toposuite,05e3f19e2717_llm_s1,6,train,2,1,224,0.13052870333194733
ch.hgdev.toposuite,05e3f19e2717_llm_s3,0,train,2,1,224,-0.0
ch.hgdev.toposuite,05e3f19e2717_llm_s3,1,train,2,1,224,0.7064089179039001
ch.hgdev.toposuite,05e3f19e2717_llm_s3,2,train,2,1,224,0.7064089179039001
ch.hgdev.toposuite,05e3f19e2717_llm_s3,3,train,2,1,224,0.12412216514348984
ch.hgdev.toposuite,05e3f19e2717_llm_s3,4,train,2,1,224,0.7064089179039001
ch.hgdev.toposuite,05e3f19e2717_llm_s3,5,train,2,1,224,0.7064089179039001
ch.hgdev.toposuite,05e3f19e2717_llm_s3,6,train,2,1,224,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s1,0,test,2,2,474,-0.0
ca.rmen.nounours,0e7da7b17b63_llm_s1,1,test,2,2,474,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s1,2,test,2,2,474,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s1,3,test,2,2,474,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s1,4,test,2,2,474,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s1,5,test,2,2,474,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s1,6,test,2,2,474,0.3532044589519501
ca.rmen.nounours,0e7da7b17b63_llm_s1,7,test,2,2,474,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s1,8,test,2,2,474,0.35549211502075195
ca.rmen.nounours,0e7da7b17b63_llm_s1,9,test,2,2,474,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s1,10,test,2,2,474,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s2,0,test,2,2,661,0.3532044589519501
ca.rmen.nounours,0e7da7b17b63_llm_s2,1,test,2,2,661,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s2,2,test,2,2,661,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s2,3,test,2,2,661,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s2,4,test,2,2,661,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s2,5,test,2,2,661,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s2,6,test,2,2,661,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s2,7,test,2,2,661,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s2,8,test,2,2,661,0.3532044589519501
ca.rmen.nounours,0e7da7b17b63_llm_s2,9,test,2,2,661,0.3560948669910431
ca.rmen.nounours,0e7da7b17b63_llm_s2,10,test,2,2,661,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s3,0,test,2,2,498,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s3,1,test,2,2,498,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s3,2,test,2,2,498,0.3532044589519501
ca.rmen.nounours,0e7da7b17b63_llm_s3,3,test,2,2,498,0.3532044589519501
ca.rmen.nounours,0e7da7b17b63_llm_s3,4,test,2,2,498,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s3,5,test,2,2,498,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s3,6,test,2,2,498,0.3532044589519501
ca.rmen.nounours,0e7da7b17b63_llm_s3,7,test,2,2,498,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s3,8,test,2,2,498,0.7064089179039001
ca.rmen.nounours,0e7da7b17b63_llm_s3,9,test,2,2,498,0.7064089179039001
app.ladefuchs.android,0f0dc4577a45_llm_s1,0,test,2,1,106,0.7064089179039001
app.ladefuchs.android,0f0dc4577a45_llm_s1,1,test,2,1,106,0.7064089179039001
app.ladefuchs.android,0f0dc4577a45_llm_s1,2,test,2,1,106,-0.0
app.ladefuchs.android,0f0dc4577a45_llm_s1,3,test,2,1,106,0.7064089179039001
app.ladefuchs.android,0f0dc4577a45_llm_s1,4,test,3,3,106,0.4709392786026001
app.ladefuchs.android,0f0dc4577a45_llm_s2,0,test,2,1,101,0.7064089179039001
app.ladefuchs.android,0f0dc4577a45_llm_s2,1,test,2,1,101,0.7064089179039001
app.ladefuchs.android,0f0dc4577a45_llm_s2,2,test,2,1,101,0.7064089179039001
app.ladefuchs.android,0f0dc4577a45_llm_s2,3,test,3,3,101,0.4709392786026001
app.ladefuchs.android,0f0dc4577a45_llm_s2,4,test,3,3,101,0.47095251083374023
app.ladefuchs.android,0f0dc4577a45_llm_s3,0,test,2,1,113,0.7064089179039001
app.ladefuchs.android,0f0dc4577a45_llm_s3,1,test,2,1,113,0.7064089179039001
app.ladefuchs.android,0f0dc4577a45_llm_s3,2,test,2,1,113,0.7064089179039001
app.ladefuchs.android,0f0dc4577a45_llm_s3,3,test,2,1,113,0.7064089179039001
app.ladefuchs.android,0f0dc4577a45_llm_s3,4,test,3,3,113,0.4709392786026001
app.ladefuchs.android,0f0dc4577a45_llm_s3,5,test,3,3,113,0.23547984659671783
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,0,test,2,2,74,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,1,test,2,2,74,0.3532196581363678
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,2,test,2,2,74,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,3,test,2,2,74,0.10082031786441803
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,4,test,2,2,74,0.4967668652534485
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,5,test,2,2,74,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,6,test,2,2,74,0.5475951433181763
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,7,test,2,2,74,0.3894421458244324
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,8,test,2,2,74,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,0,test,2,2,74,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,1,test,2,2,74,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,2,test,2,2,74,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,3,test,2,2,74,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,4,test,2,2,74,0.4970420002937317
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,5,test,2,2,74,0.5430265665054321
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,6,test,2,2,74,0.5476530194282532
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,7,test,2,2,74,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,0,test,2,2,80,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,1,test,2,2,80,3.1471747206524014e-05
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,2,test,2,2,80,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,3,test,2,2,80,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,4,test,2,2,80,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,5,test,2,2,80,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,6,test,2,2,80,0.5476813316345215
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,7,test,2,2,80,0.5480737090110779
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,8,test,2,2,80,0.7064089179039001
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,9,test,2,2,80,0.7064089179039001
app.udderance,2074fc55fb78_llm_s1,0,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s1,1,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s1,2,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s1,3,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s1,4,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s1,5,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s1,6,train,3,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s2,0,train,2,1,169,0.7064089179039001
app.udderance,2074fc55fb78_llm_s2,1,train,2,1,169,0.7064089179039001
app.udderance,2074fc55fb78_llm_s2,2,train,2,1,169,0.7064089179039001
app.udderance,2074fc55fb78_llm_s2,3,train,2,1,169,-0.0
app.udderance,2074fc55fb78_llm_s2,4,train,2,1,169,0.7064089179039001
app.udderance,2074fc55fb78_llm_s2,5,train,2,1,169,-0.0
app.udderance,2074fc55fb78_llm_s2,6,train,2,1,169,0.7064089179039001
app.udderance,2074fc55fb78_llm_s2,7,train,3,1,169,0.7064089179039001
app.udderance,2074fc55fb78_llm_s3,0,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s3,1,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s3,2,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s3,3,train,2,1,170,-0.0
app.udderance,2074fc55fb78_llm_s3,4,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s3,5,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s3,6,train,2,1,170,0.7064089179039001
app.udderance,2074fc55fb78_llm_s3,7,train,3,1,170,0.7064089179039001
cat.jordihernandez.cinecat,24e9101cdb34_llm_s1,0,train,2,2,42,0.7064089179039001
