package,session_id,window,split,n_active_nodes,n_edges,events_kept,reconstruction_error
ch.hgdev.toposuite,05e3f19e2717_llm_s1,0,train,2,1,224,0.7330508828163147
ch.hgdev.toposuite,05e3f19e2717_llm_s1,1,train,2,1,224,0.7330508828163147
ch.hgdev.toposuite,05e3f19e2717_llm_s1,2,train,2,1,224,0.7330508828163147
ch.hgdev.toposuite,05e3f19e2717_llm_s1,3,train,2,1,224,0.7330508828163147
ch.hgdev.toposuite,05e3f19e2717_llm_s1,4,train,2,1,224,0.4755723476409912
ch.hgdev.toposuite,05e3f19e2717_llm_s1,5,train,2,1,224,0.7330508828163147
ch.hgdev.toposuite,05e3f19e2717_llm_s1,6,train,2,1,224,0.7330508828163147
ch.hgdev.toposuite,05e3f19e2717_llm_s3,0,train,2,1,224,0.7330508828163147
ch.hgdev.toposuite,05e3f19e2717_llm_s3,1,train,2,1,224,0.7330508828163147
ch.hgdev.toposuite,05e3f19e2717_llm_s3,2,train,2,1,224,0.7330508828163147
ch.hgdev.toposuite,05e3f19e2717_llm_s3,3,train,2,1,224,0.5189131498336792
ch.hgdev.toposuite,05e3f19e2717_llm_s3,4,train,2,1,224,0.5092410445213318
ch.hgdev.toposuite,05e3f19e2717_llm_s3,5,train,2,1,224,0.7330508828163147
ch.hgdev.toposuite,05e3f19e2717_llm_s3,6,train,2,1,224,0.49946483969688416
ca.rmen.nounours,0e7da7b17b63_llm_s1,0,test,2,2,474,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s1,1,test,2,2,474,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s1,2,test,2,2,474,0.36652544140815735
ca.rmen.nounours,0e7da7b17b63_llm_s1,3,test,2,2,474,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s1,4,test,2,2,474,0.36652544140815735
ca.rmen.nounours,0e7da7b17b63_llm_s1,5,test,2,2,474,0.36652544140815735
ca.rmen.nounours,0e7da7b17b63_llm_s1,6,test,2,2,474,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s1,7,test,2,2,474,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s1,8,test,2,2,474,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s1,9,test,2,2,474,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s1,10,test,2,2,474,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s2,0,test,2,2,661,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s2,1,test,2,2,661,0.36652544140815735
ca.rmen.nounours,0e7da7b17b63_llm_s2,2,test,2,2,661,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s2,3,test,2,2,661,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s2,4,test,2,2,661,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s2,5,test,2,2,661,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s2,6,test,2,2,661,0.36652544140815735
ca.rmen.nounours,0e7da7b17b63_llm_s2,7,test,2,2,661,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s2,8,test,2,2,661,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s2,9,test,2,2,661,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s2,10,test,2,2,661,0.5471000075340271
ca.rmen.nounours,0e7da7b17b63_llm_s3,0,test,2,2,498,0.36652544140815735
ca.rmen.nounours,0e7da7b17b63_llm_s3,1,test,2,2,498,0.36652544140815735
ca.rmen.nounours,0e7da7b17b63_llm_s3,2,test,2,2,498,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s3,3,test,2,2,498,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s3,4,test,2,2,498,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s3,5,test,2,2,498,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s3,6,test,2,2,498,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s3,7,test,2,2,498,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s3,8,test,2,2,498,0.7330508828163147
ca.rmen.nounours,0e7da7b17b63_llm_s3,9,test,2,2,498,0.5893428325653076
app.ladefuchs.android,0f0dc4577a45_llm_s1,0,test,2,1,106,-0.0
app.ladefuchs.android,0f0dc4577a45_llm_s1,1,test,2,1,106,0.7330508828163147
app.ladefuchs.android,0f0dc4577a45_llm_s1,2,test,2,1,106,0.7330508828163147
app.ladefuchs.android,0f0dc4577a45_llm_s1,3,test,2,1,106,0.7330508828163147
app.ladefuchs.android,0f0dc4577a45_llm_s1,4,test,3,3,106,0.48870059847831726
app.ladefuchs.android,0f0dc4577a45_llm_s2,0,test,2,1,101,0.7330508828163147
app.ladefuchs.android,0f0dc4577a45_llm_s2,1,test,2,1,101,0.7330508828163147
app.ladefuchs.android,0f0dc4577a45_llm_s2,2,test,2,1,101,0.7330508828163147
app.ladefuchs.android,0f0dc4577a45_llm_s2,3,test,3,3,101,0.24435029923915863
app.ladefuchs.android,0f0dc4577a45_llm_s2,4,test,3,3,101,0.7330508828163147
app.ladefuchs.android,0f0dc4577a45_llm_s3,0,test,2,1,113,0.7330508828163147
app.ladefuchs.android,0f0dc4577a45_llm_s3,1,test,2,1,113,0.7330508828163147
app.ladefuchs.android,0f0dc4577a45_llm_s3,2,test,2,1,113,0.7330508828163147
app.ladefuchs.android,0f0dc4577a45_llm_s3,3,test,2,1,113,0.7330508828163147
app.ladefuchs.android,0f0dc4577a45_llm_s3,4,test,3,3,113,0.24435029923915863
app.ladefuchs.android,0f0dc4577a45_llm_s3,5,test,3,3,113,0.7330508828163147
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,0,test,2,2,74,0.36652544140815735
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,1,test,2,2,74,0.7330508828163147
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,2,test,2,2,74,0.7330508828163147
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,3,test,2,2,74,0.7330508828163147
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,4,test,2,2,74,0.6386285424232483
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,5,test,2,2,74,0.7330687642097473
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,6,test,2,2,74,0.7330675721168518
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,7,test,2,2,74,0.7330535054206848
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s1,8,test,2,2,74,0.6778841018676758
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,0,test,2,2,74,0.7330508828163147
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,1,test,2,2,74,0.7330508828163147
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,2,test,2,2,74,0.7330508828163147
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,3,test,2,2,74,0.7330508828163147
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,4,test,2,2,74,0.6390140652656555
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,5,test,2,2,74,0.7330673336982727
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,6,test,2,2,74,0.6797738671302795
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s2,7,test,2,2,74,0.678240180015564
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,0,test,2,2,80,0.7330508828163147
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,1,test,2,2,80,0.7330508828163147
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,2,test,2,2,80,0.7330508828163147
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,3,test,2,2,80,0.4535723328590393
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,4,test,2,2,80,0.7332668304443359
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,5,test,2,2,80,0.7330965399742126
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,6,test,2,2,80,0.733056366443634
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,7,test,2,2,80,0.7330548167228699
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,8,test,2,2,80,0.7330538630485535
ch.joshuah.bibleverseapp,18aff8885c8c_llm_s3,9,test,2,2,80,0.7330532670021057
app.udderance,2074fc55fb78_llm_s1,0,train,2,1,170,-0.0
app.udderance,2074fc55fb78_llm_s1,1,train,2,1,170,0.7330508828163147
app.udderance,2074fc55fb78_llm_s1,2,train,2,1,170,0.7330508828163147
app.udderance,2074fc55fb78_llm_s1,3,train,2,1,170,0.7330508828163147
app.udderance,2074fc55fb78_llm_s1,4,train,2,1,170,0.7330508828163147
app.udderance,2074fc55fb78_llm_s1,5,train,2,1,170,0.7330508828163147
app.udderance,2074fc55fb78_llm_s1,6,train,3,1,170,0.7330508828163147
app.udderance,2074fc55fb78_llm_s2,0,train,2,1,169,0.7330508828163147
app.udderance,2074fc55fb78_llm_s2,1,train,2,1,169,0.7330508828163147
app.udderance,2074fc55fb78_llm_s2,2,train,2,1,169,0.7330508828163147
app.udderance,2074fc55fb78_llm_s2,3,train,2,1,169,0.7330508828163147
app.udderance,2074fc55fb78_llm_s2,4,train,2,1,169,-0.0
app.udderance,2074fc55fb78_llm_s2,5,train,2,1,169,0.7330508828163147
app.udderance,2074fc55fb78_llm_s2,6,train,2,1,169,0.7330508828163147
app.udderance,2074fc55fb78_llm_s2,7,train,3,1,169,0.7330508828163147
app.udderance,2074fc55fb78_llm_s3,0,train,2,1,170,0.7330508828163147
app.udderance,2074fc55fb78_llm_s3,1,train,2,1,170,0.7330508828163147
app.udderance,2074fc55fb78_llm_s3,2,train,2,1,170,0.7330508828163147
app.udderance,2074fc55fb78_llm_s3,3,train,2,1,170,0.7330508828163147
app.udderance,2074fc55fb78_llm_s3,4,train,2,1,170,-0.0
app.udderance,2074fc55fb78_llm_s3,5,train,2,1,170,-0.0
app.udderance,2074fc55fb78_llm_s3,6,train,2,1,170,0.7330508828163147
app.udderance,2074fc55fb78_llm_s3,7,train,3,1,170,0.7161977887153625
cat.jordihernandez.cinecat,24e9101cdb34_llm_s1,0,train,2,2,42,0.7330508828163147
cat.jordihernandez.cinecat,24e9101cdb34_llm_s1,1,train,2,2,42,0.36652544140815735
cat.jordihernandez.cinecat,24e9101cdb34_llm_s1,2,train,2,2,42,0.7330508828163147
cat.jordihernandez.cinecat,24e9101cdb34_llm_s1,3,train,2,2,42,0.7330508828163147
cat.jordihernandez.cinecat,24e9101cdb34_llm_s1,4,train,2,2,42,0.7330508828163147
