epoch,loss
1,0.8731101588769392
2,0.8721951440592443
3,0.7607997711470798
4,0.7245506144521281
5,0.759870734912428
6,0.7326129834421656
7,0.7263330948999929
8,0.7798715646167032
9,0.7685956311773383
10,0.7463241681453375
11,0.7330834421747974
12,0.7713582543455241
13,0.7482692414471447
14,0.7565171426973197
15,0.7925935471910597
16,0.7125619271084768
17,0.7076536236210637
18,0.7506096135109368
19,0.7778610672076003
20,0.7403681162760196
21,0.7422079289231126
22,0.7733314224556358
23,0.726023534226063
24,0.7355996959106653
25,0.7027396192250951
26,0.7163926932040142
27,0.7138259823747359
28,0.7684216892491786
29,0.7092125856214119
30,0.6769819224095778
31,0.7128923351839366
32,0.7207211900435406
33,0.7145689291761078
34,0.7255204648135875
35,0.6903187821908214
36,0.7053784158874317
37,0.7660673535110724
38,0.7073750506010611
39,0.7827898435401065
40,0.7677816036566921
41,0.7342197625868302
42,0.7421494857439698
43,0.7490847631025832
44,0.6994197736820443
45,0.7168327437150487
46,0.78700931350448
47,0.6981669413283033
48,0.7079059958644424
49,0.7404101600555745
50,0.7709449910125763
51,0.7399330130455334
52,0.7561463418449383
53,0.6885652318691574
54,0.7791550899281805
55,0.7885678565153743
56,0.7932036203110028
57,0.7726129489435295
58,0.724487020551707
59,0.7436847925752085
60,0.7640521143650977
61,0.6773433186949608
62,0.7428111476225443
63,0.7156624774177003
64,0.7793966367734123
65,0.7466556628813393
66,0.6469937304116898
67,0.7026102213373804
68,0.6861172034489906
69,0.7269704340403158
70,0.7215431679899691
71,0.6958003327447256
72,0.7574563911099484
73,0.7077769012265586
74,0.8105392653249044
75,0.6981768772810449
76,0.7206127682168829
77,0.7545826715910114
78,0.7826105124498949
79,0.7112434830164445
80,0.7336038762312966
81,0.7737699360891699
82,0.7038087152105941
83,0.7345906285356871
84,0.7356721958448624
85,0.7269386161272683
86,0.730876389512266
87,0.7455941332769701
88,0.792540592949622
89,0.7093359533351011
90,0.7893867300152011
91,0.729472904548079
92,0.6974548994132498
93,0.6843970515082483
94,0.7306072855429933
95,0.8524957558463503
96,0.6963771326913868
97,0.8406257762370428
98,0.685966190708225
99,0.7574426619410105
100,0.7467725743347221
101,0.7162077962282571
102,0.8059173935117232
103,0.670016101207089
104,0.6905507785033373
105,0.7575957809896247
106,0.7380989120107082
107,0.7295642520482882
108,0.7604629001205437
109,0.702918432804194
110,0.8120583052023445
111,0.6819647399211699
112,0.6566895848140122
113,0.6943654382763109
114,0.7581959813406064
115,0.7312717120839266
116,0.7236810360838417
117,0.6821415380304293
118,0.679106829514481
119,0.7780120204564618
120,0.748134185691087
121,0.6879736818775365
122,0.7199490646485331
123,0.6988771940614215
124,0.7768122838058197
125,0.7726956611679106
126,0.6731470226030339
127,0.6730371689240155
128,0.7484977016767306
129,0.7709197460265815
130,0.7300874883220493
131,0.7211813566906371
132,0.7349305963824159
133,0.6827493264430663
134,0.7383933058385406
135,0.7677319063523813
136,0.6932483485405582
137,0.9073832155022027
138,0.6953663411108615
139,0.7835786765887718
140,0.7087187777380031
141,0.7511566915384817
142,0.7148915612029128
143,0.7778089327398064
144,0.7110706126595432
145,0.7409436973085839
146,0.6839029860585132
147,0.7599493747709842
148,0.7168788459544524
149,0.7605583606209425
150,0.7680020782996493
151,0.690922050718372
152,0.7260497871898606
153,0.7206564321798419
154,0.7639532264994561
155,0.7576526256547548
156,0.8613896455356951
157,0.6966159928384649
158,0.7234397128744995
159,0.7700533244736355
160,0.7271915408749949
161,0.6780839411933639
162,0.7356522680192277
163,0.7352086418216918
164,0.6984138967822429
165,0.70044150184263
166,0.7564065866484999
167,0.7767479860218538
168,0.7639957997907523
169,0.7200798524962161
170,0.7289201423946493
171,0.6548697816852107
172,0.7825006126575889
173,0.7441117350125112
174,0.6966913521406911
175,0.6800627638419019
176,0.740410124168268
177,0.8662442818969418
178,0.7297726584713876
179,0.7768850382422883
180,0.7448526608000013
181,0.6752090829975852
182,0.7855251135319362
183,0.7290619043193116
184,0.719420613624684
185,0.6252494549726856
186,0.7031589242241014
187,0.7315252354242652
188,0.7773814804109019
189,0.7274113879431797
190,0.7110313076949255
191,0.872957089498969
192,0.705210671448959
193,0.7856682612153726
194,0.8199595634659684
195,0.8242320083249918
196,0.7678347728296456
197,0.7686959580149256
198,0.719479506086423
199,0.702625857551755
200,0.7018826389495918
201,0.7771602622252093
202,0.7529695158740068
203,0.8070691069392155
204,0.75023360261488
205,0.7921999007721872
206,0.7462620879653912
207,0.8369839142020391
208,0.7518074890791564
209,0.7214434469461045
210,0.6743000987344488
211,0.7682731371364279
212,0.8784989615232676
213,0.8508953030375102
214,0.7120854121044062
215,0.683759428883618
216,0.7030192380676754
217,0.7579389638435226
218,0.702731374131135
219,0.7032808122102693
220,0.7012210750186524
221,0.780744784658083
222,0.7297441320606384
223,0.7226939732273685
224,0.7597558595593243
225,0.9117120132250631
226,0.7366278002881186
227,0.7446934583700884
228,0.7900036098877394
229,0.6885961473316381
230,0.6531315311894363
231,0.689854708251501
232,0.734267910909483
233,0.6738977129412467
234,0.7596528118694916
235,0.7429602337143245
236,0.7806286110557189
237,0.7152433216366999
238,0.8322014419795906
239,0.7745709130106218
240,0.7180427743722584
241,0.6700380427845427
242,0.7457528678134547
243,0.7909359218556382
244,0.8225942550020628
245,0.7584164685585564
246,0.712856053234638
247,0.7440463010682015
248,0.7649342094849926
249,0.6784406430782627
250,0.6875084516193198
251,0.7260146223733658
252,0.7981505794956654
253,0.8195864712003408
254,0.7277953168044345
255,0.7215423619716596
256,0.7843238796217633
257,0.704913737693779
258,0.6444342071082273
259,0.7468236147926852
260,0.7874321211476418
261,0.7238548758438104
262,0.7822975447862466
263,0.7420772811278368
264,0.7134714516190993
265,0.7544670293040774
266,0.7899592371287499
267,0.6980728717202375
268,0.754245703377663
269,0.7625037809228944
270,0.717833084781406
271,0.8024995155734788
272,0.7496378072080773
273,0.7437984208695142
274,0.7048124483367609
275,0.7161977826591165
276,0.7352821252789935
277,0.8796877442036265
278,0.6433025682861051
279,0.7724406153432637
280,0.7530283973290295
281,0.7473975934144322
282,0.7188720586646911
283,0.7090840453250076
284,0.7081184834790744
285,0.7260212637364659
286,0.7904812938835586
287,0.710167235437395
288,0.7682022824435117
289,0.7185823315960425
290,0.707021860838656
291,0.8232450597439397
292,0.6899551047512269
293,0.8886291256921877
294,0.6675880509394044
295,0.7859439120703856
296,0.6912927972689219
297,0.7625839537279161
298,0.7355853679022447
299,0.6451012271998171
300,0.8199816039470068
